ticker,as_of_dt,px_last,px_bid,px_ask,opt_implied_volatility_mid,opt_div_yield,opt_undl_px,opt_finance_rt,opt_strike_px,opt_put_call,opt_expire_dt
TSLA US 01/15/16 P330 Equity,8/25/2014,98.9,94.35,96.95,40.05629,0,262.91,0.6284844,330,Put,1/15/2016
TSLA US 01/15/16 P340 Equity,8/25/2014,105,101.9,104.6,39.94093,0,262.91,0.6284844,340,Put,1/15/2016
TSLA US 01/15/16 P350 Equity,8/25/2014,115.6,109.75,112.4,39.85964,0,262.91,0.6284844,350,Put,1/15/2016
TSLA US 01/15/16 P360 Equity,8/25/2014,120.5,117.75,120.45,39.80393,0,262.91,0.628091,360,Put,1/15/2016
TSLA US 01/15/16 P370 Equity,8/25/2014,161.35,125.9,128.6,39.71777,0,262.91,0.6284844,370,Put,1/15/2016
TSLA US 01/15/16 P380 Equity,8/25/2014,139.7,134.25,136.8,39.60956,0,262.91,0.6284844,380,Put,1/15/2016
TSLA US 01/15/16 P390 Equity,8/25/2014,146.4,142.65,145.25,39.5127,0,262.91,0.6284844,390,Put,1/15/2016
TSLA US 01/15/16 P395 Equity,8/25/2014,151,146.95,149.5,39.47849,0,262.91,0.628091,395,Put,1/15/2016
TSLA US 01/15/16 P400 Equity,8/25/2014,159.31,151.25,153.85,39.46473,0,262.91,0.6284844,400,Put,1/15/2016
TSLA US 01/15/16 P405 Equity,8/25/2014,#N/A N/A,155.6,158.15,39.42134,0,262.91,0.6284844,405,Put,1/15/2016
TSLA US 01/15/16 P410 Equity,8/25/2014,#N/A N/A,159.95,162.5,39.3746,0,262.91,0.6284844,410,Put,1/15/2016
TSLA US 01/15/16 P415 Equity,8/25/2014,#N/A N/A,164.35,166.95,39.38013,0,262.91,0.628091,415,Put,1/15/2016
TSLA US 01/15/16 P420 Equity,8/25/2014,203.8,168.75,171.5,39.41446,0,262.91,0.6284844,420,Put,1/15/2016
TSLA US 01/15/16 P430 Equity,8/25/2014,205.4,177.65,180.15,39.34206,0,262.91,0.6284844,430,Put,1/15/2016
TSLA US 01/15/16 P440 Equity,8/25/2014,226.75,186.7,189.2,39.20455,0,262.91,0.6284844,440,Put,1/15/2016
TSLA US 01/15/16 P450 Equity,8/25/2014,210.5,195.8,198.3,39.15931,0,262.91,0.628091,450,Put,1/15/2016
TSLA US 01/15/16 P460 Equity,8/25/2014,245.55,204.9,207.7,39.22464,0,262.91,0.628091,460,Put,1/15/2016
TSLA US 01/15/16 P470 Equity,8/25/2014,223.45,214.35,216.7,39.1696,0,262.91,0.6279338,470,Put,1/15/2016
TSLA US 01/15/16 P480 Equity,8/25/2014,232.75,223.5,226.25,39.21595,0,262.91,0.6279338,480,Put,1/15/2016
TSLA US 01/15/16 P490 Equity,8/25/2014,262.2,232.9,235.4,39.05394,0,262.91,0.628091,490,Put,1/15/2016
TSLA US 01/15/16 P500 Equity,8/25/2014,245,242.35,245,39.2,0,262.91,0.6279338,500,Put,1/15/2016
TSLA US 01/15/16 P510 Equity,8/25/2014,259.65,251.9,254.35,39.15456,0,262.91,0.6279338,510,Put,1/15/2016
TSLA US 01/15/16 P520 Equity,8/25/2014,264.75,261.6,263.85,39.29773,0,262.91,0.6279338,520,Put,1/15/2016
